Id,Predicted
4,2511.592116692442
6,2522.130020289295
8,2672.865562768855
9,2432.6084595941807
11,2515.72634119107
15,2487.70685275812
19,2392.428466704161
20,2468.1207202892747
32,2462.6598965992985
33,2402.6615400873875
40,2601.974303591073
42,2414.63468883976
46,2518.203618061595
50,2544.4290105716063
57,2538.8679815286023
59,2468.8387920587893
66,2617.669662149644
73,2555.9129222782226
78,2445.6907010371915
91,2408.8623465569704
93,2606.0029690248675
101,2414.2669699102075
102,2514.1773168764034
106,2569.79236752139
111,2542.127606671732
113,2454.9534068367684
114,2564.686818168021
118,2581.8520031805097
119,2582.778458167797
126,2568.7049701788296
127,2376.098816019125
138,2428.8035821801
143,2450.7308169480666
145,2591.172198383769
148,2588.866037838567
151,2468.548549963934
153,2526.182648596136
157,2627.9555342424715
159,2462.801874009583
165,2426.416689733202
170,2440.4055889029873
171,2478.54350764801
173,2440.4243726490313
177,2545.563931381463
183,2536.176797711471
199,2564.192512164538
225,2566.8034421399657
231,2486.0579956095116
232,2546.1269189791606
233,2408.9104208280396
238,2650.5038669702567
244,2659.624513777737
245,2511.7863588138357
247,2449.159301136159
248,2449.3654606474734
250,2378.7115816641813
254,2516.679512214916
255,2582.332360324736
256,2578.247361648513
257,2427.010816465528
258,2341.7247324133837
259,2422.111219769117
263,2509.7944406885526
266,2443.383764838695
267,2459.7913353128474
273,2564.5659893361512
274,2514.3136431519697
276,2541.02936557575
285,2581.1705548041846
286,2637.2980923293226
288,2433.891544036704
299,2545.7955627466113
305,2578.4724433551537
307,2546.2765024823616
312,2590.0046523872224
314,2551.9943540105996
315,2467.1750569020733
316,2566.4711817794732
323,2592.745363778692
326,2568.812301659746
327,2413.5571808285745
329,2661.164360835287
330,2509.530521882406
331,2423.771264561361
333,2503.6030250463837
336,2577.198168903526
337,2437.4973496779135
338,2462.6169157454356
340,2527.175420642331
344,2583.7375191438946
346,2535.4006063756783
349,2489.3673297520177
350,2531.0624097506497
359,2606.422961310988
361,2659.399979635404
363,2566.554280081347
365,2525.7672289731754
373,2409.457902470771
376,2535.5678410430855
382,2477.2825574013264
387,2416.7610086068703
388,2539.2256192171285
392,2450.3020396220454
394,2457.0378363368736
399,2372.1478600291625
406,2482.2483761778626
408,2495.9671920487312
419,2586.4482522141907
422,2582.8576889344035
425,2504.625972626145
427,2460.401132824223
433,2576.9385965291217
442,2496.7145720591184
451,2531.9025705092185
457,2509.2133672327686
458,2435.9391594450954
459,2360.024706996665
462,2413.5825214393903
472,2542.4137545637805
474,2444.6549874732323
487,2548.0432770490656
491,2396.386492289334
493,2597.5050067775483
494,2488.6740448080895
499,2519.995978417566
502,2586.1405231378744
503,2566.110009052514
504,2412.8310606462624
508,2506.0926013077346
513,2408.7021327929206
524,2670.9732186037663
525,2443.934842204886
528,2605.4086650423633
531,2623.5033200639423
541,2624.181815980582
551,2541.615875244196
553,2530.9244540507407
580,2386.000547764025
583,2483.4175638582406
586,2544.952415017897
587,2552.6406573412237
598,2675.4793860603745
602,2442.2975564237827
603,2397.81705073997
605,2490.634576178359
612,2608.0899252630197
613,2333.52136744913
615,2522.003260053804
619,2433.9902504403854
626,2450.12519875761
632,2529.508137974553
633,2593.0849054018463
638,2552.6668276603673
649,2416.941354713038
652,2458.294491578675
657,2485.9912200438484
661,2677.929827064858
663,2520.1653859163453
664,2614.469314613071
667,2491.344567027847
671,2403.2088307887657
672,2378.946519667549
677,2438.7247506142758
678,2452.7469566102354
685,2616.227588718499
689,2544.869633686928
697,2396.668220963037
699,2608.0899252630197
700,2370.9248343017257
702,2614.070183452363
707,2430.332063720314
708,2547.8679251632143
710,2472.422313840139
714,2415.742137776608
720,2434.1196600608755
726,2489.602095806358
727,2476.2196800261527
